,Name,Product,ML115_Empty_12-6hr,ML115_Empty_24-12hr,ML115_Empty_24-6hr,ML115_TE_12-6hr,ML115_TE_24-12hr,ML115_TE_24-6hr,LAR1_Empty_12-6hr,LAR1_Empty_24-12hr,LAR1_Empty_24-6hr,LAR1_TE_12-6hr,LAR1_TE_24-12hr,LAR1_TE_24-6hr
b3201,lptB,lipopolysaccharide export ABC transporter ATP-binding protein of the LptBFGC export complex,-1.483192953,-9.448211823,-10.93140478,0.501884544,-6.794485638,-6.292601094,8.445619734,-3.196725208,5.248894527,1.375079628,-0.06459766,1.310481968
b3202,rpoN,"RNA polymerase, sigma 54 (sigma N) factor",96.91373503,-35.40615346,61.50758157,36.09837622,-65.98055603,-29.88217981,36.06999928,4.159122468,40.22912175,19.36861319,-14.90921069,4.459402503
b3203,hpf,ribosome hibernation promoting factor HPF; stabilizes 70S dimers (100S),0.066607617,-3.69775407,-3.631146452,7.959769049,-11.93786827,-3.978099224,4.381204995,-5.302522006,-0.921317012,2.836862418,-4.839609898,-2.00274748
b3204,ptsN,sugar-specific enzyme IIA component of PTS,-1.97810012,0.868134563,-1.109965557,-2.72530873,1.220045799,-1.50526293,-1.419106825,-0.814795478,-2.233902303,-1.691682806,1.309951582,-0.381731225
b3205,yhbJ,adaptor protein RapZ for GlmZ/GlmY sRNA decay; glucosamine-6-phosphate regulated; NTPase,2.953022664,6.774521338,9.727544002,1.48048498,1.604079443,3.084564423,-1.124790427,0.649423908,-0.475366519,-2.542235214,10.42306942,7.880834205
b3206,npr,phosphohistidinoprotein-hexose phosphotransferase component of N-regulated PTS system (Npr),2.661390884,16.01596406,18.67735494,-7.314716947,1.441382262,-5.873334686,-3.251342727,3.194673945,-0.056668783,-1.310697729,-0.424659103,-1.735356832
b3207,yrbL,Mg(2+)-starvation-stimulated protein,-38.226611,-1.435876288,-39.66248728,-16.02418309,-13.19238051,-29.2165636,1.725273413,-15.56343598,-13.83816257,8.069318195,-13.76543281,-5.696114615
b3208,mtgA,biosynthetic peptidoglycan transglycosylase,1006.14225,94.5276085,1100.669859,-367.9963923,-472.4456785,-840.4420708,221.9739318,125.6111718,347.5851036,170.577982,47.34073553,217.9187175
b3209,elbB,isoprenoid biosynthesis protein with amidotransferase-like domain,18.80704407,-3.087509753,15.71953432,1.729354683,29.15843396,30.88778864,-6.590120184,6.599414906,0.009294723,5.322743658,22.3729429,27.69568656
b4450,arcZ,-,-155.0544511,-24.69227411,-179.7467252,-27.83172981,-87.60842598,-115.4401558,30.58496095,-52.34418074,-21.75921979,-5.450808243,-32.74856625,-38.1993745
b3210,arcB,"aerobic respiration control sensor histidine protein kinase, cognate to two-component response regulators ArcA and RssB",-1.255499223,-0.875965157,-2.131464379,-7.602204911,2.000667964,-5.601536947,-15.38549089,-0.290215061,-15.67570595,-1.429817881,-3.461055248,-4.890873128
b3211,yhcC,"putative Fe-S oxidoreductase, Radical SAM superfamily protein",-3.372567428,-1.650068301,-5.022635729,-1.013714432,-1.013147799,-2.026862231,0.395097571,3.677652323,4.072749894,-2.223471627,-3.380079915,-5.603551542
b3212,gltB,"glutamate synthase, large subunit",-5.775235025,3.139688333,-2.635546693,7.790530255,-11.62664887,-3.83611861,32.86931788,-26.27574607,6.593571815,19.77641997,66.4955332,86.27195317
b3213,gltD,"glutamate synthase, 4Fe-4S protein, small subunit",-3.46935698,8.041140425,4.571783445,11.98548768,75.79854991,87.78403758,-13.41993711,0.646631628,-12.77330548,-8.105620093,7.287228198,-0.818391895
b3214,gltF,periplasmic protein,1.531921409,-0.969921059,0.56200035,8.810566632,21.71012057,30.52068721,-3.24335972,0.772373675,-2.470986044,-3.189937922,1.331502294,-1.858435629
b3215,yhcA,putative periplasmic chaperone protein,1.062537732,4.54320889,5.605746622,7.56958725,10.02775418,17.59734142,-4.693189064,4.610670706,-0.082518358,0.88295837,-4.425439973,-3.542481603
b3216,yhcD,putative outer membrane fimbrial subunit usher protein,-11.05840565,-24.98921468,-36.04762033,-25.54793321,39.41042432,13.86249112,-20.76967126,-11.20799685,-31.97766812,-28.21905463,-24.79627975,-53.01533437
b3218,insH1,IS5 transposase and trans-activator,0.981230968,-0.114765417,0.866465552,4.955535212,2.469966719,7.425501931,-0.475020587,-2.70578869,-3.180809277,1.739266641,2.013885683,3.753152324
b3219,yhcF,putative transcriptional regulator,44.95444742,-31.15047886,13.80396856,8.457923515,12.44763973,20.90556324,17.06553298,-2.734295938,14.33123704,11.45014008,3.913550973,15.36369105
b3220,yhcG,DUF1016 family protein in the PD-(D/E)XK nuclease superfamily,12.8112842,-9.231793745,3.579490453,1.989124046,2.110207862,4.099331907,3.725090193,-1.83790648,1.887183713,2.235418782,-0.479558529,1.755860253
b3221,yhcH,"DUF386 family protein, cupin superfamily",-1.485136885,-1.769262744,-3.254399629,1.724088457,-1.536917893,0.187170564,-1.963890423,1.979715399,0.015824975,-2.920933374,-1.22272064,-4.143654014
b3222,nanK,N-acetylmannosamine kinase,-2.933275806,-0.239149621,-3.172425428,0.141142734,3.357408371,3.498551105,1.986327083,4.020804008,6.007131091,1.690024659,1.922947349,3.612972008
b3223,nanE,putative N-acetylmannosamine-6-P epimerase,-0.398125953,-1.240424109,-1.638550062,1.609914182,-2.764680979,-1.154766797,1.532228047,3.020328772,4.552556818,0.688031937,-0.085011275,0.603020662
b3224,nanT,sialic acid transporter,1.241127424,0.09902098,1.340148404,2.9337192,-2.613803392,0.319915808,1.636597771,1.897181286,3.533779058,-1.014760313,1.002429183,-0.01233113
b3225,nanA,N-acetylneuraminate lyase,0.17285088,1.280914391,1.45376527,2.702710148,0.589080687,3.291790835,5.33370711,-0.048472037,5.285235073,0.411321365,-0.300908683,0.110412682
b3226,nanR,"transcriptional repressor of the nan operon, induced by sialic acid",1.770889903,-11.38704506,-9.616155155,9.987870994,0.41287742,10.40074841,-2.864872393,4.659200238,1.794327845,3.185895938,1.508074863,4.6939708
b3227,dcuD,putative transporter,-21.86906181,8.649195423,-13.21986639,-14.6053393,27.14342541,12.53808611,-62.10639004,2.43779702,-59.66859302,-57.66642237,5.342745797,-52.32367658
b3228,sspB,ClpXP protease specificity enhancing factor,-0.60627196,-0.02907352,-0.63534548,-0.290940854,0.033188879,-0.257751974,2.583995116,-1.380975097,1.203020019,-0.215622871,0.173941544,-0.041681327
b3229,sspA,"stringent starvation protein A, phage P1 late gene activator, RNAP-associated acid-resistance protein, inactive glutathione S-transferase homolog",-0.745524235,1.247075736,0.501551501,0.916918983,0.147471443,1.064390426,0.825469411,-0.620277893,0.205191518,-2.652839756,0.12384662,-2.528993136
b3230,rpsI,30S ribosomal subunit protein S9,2.247317907,-4.752109632,-2.504791725,3.33680387,-11.68117932,-8.34437545,2.378183065,-4.586150467,-2.207967403,-1.201330165,-3.655127232,-4.856457397
b3231,rplM,50S ribosomal subunit protein L13,-0.812157309,0.28811351,-0.5240438,-2.84668892,-9.298643825,-12.14533275,0.710671993,-3.605176461,-2.894504468,-5.899709281,3.786415824,-2.113293458
b3232,yhcM,putative AFG1-like family P-loop ATPase,-1.278908918,2.281119877,1.002210959,-2.780528712,-0.736684635,-3.517213348,-2.239989463,1.352350715,-0.887638747,-3.977574487,4.6283147,0.650740213
b3233,yhcB,DUF1043 family inner membrane-anchored protein,-2.618270859,-0.71647022,-3.334741079,1.850533649,-4.692913957,-2.842380309,-1.063210071,-1.203050796,-2.266260867,-3.827309358,0.305528003,-3.521781355
b3234,degQ,"serine endoprotease, periplasmic",-2.700804651,-4.793813415,-7.494618066,-2.823595648,5.780078391,2.956482743,0.127256202,-0.862103944,-0.734847742,-8.761261852,12.59309041,3.831828555
b3235,degS,"serine endoprotease, periplasmic",-0.264480678,13.53659778,13.2721171,2.891946593,32.00725025,34.89919684,-0.795628075,-5.756121028,-6.551749103,-6.656980138,60.19557761,53.53859747
b3236,mdh,"malate dehydrogenase, NAD(P)-binding",-1.537245737,-2.418204961,-3.955450697,7.436267477,-4.773310649,2.662956828,2.694265746,-5.811261979,-3.116996233,1.748603997,3.046305091,4.794909088
b3237,argR,l-arginine-responsive arginine metabolism regulon transcriptional regulator,78.1112076,-86.27769658,-8.166488975,138.8955869,-13.40301325,125.4925736,138.8394411,-84.7672964,54.07214473,31.02589028,-46.62072367,-15.59483339
b3238,yhcN,"cadmium and peroxide resistance protein, stress-induced",29.6359552,-11.63204879,18.00390641,472.2876424,241.0298049,713.3174473,29.09036406,5.134393875,34.22475793,19.78347521,99.95863385,119.7421091
b3239,yhcO,putative barnase inhibitor,3.02636323,-0.101971831,2.924391399,54.98099699,50.8351072,105.8161042,3.607188343,3.793232602,7.400420945,9.879521379,182.5946707,192.4741921
b3240,aaeB,p-hydroxybenzoic acid efflux system component,0.572058603,-4.567688533,-3.99562993,5.887076343,13.15115986,19.0382362,1.818863148,7.35173437,9.170597518,-6.652515913,25.49116304,18.83864712
b3241,aaeA,p-hydroxybenzoic acid efflux system component,-10.76478107,-13.91565385,-24.68043491,-20.11067802,-2.174943428,-22.28562145,-0.68163328,-3.4699586,-4.15159188,-5.54905979,-9.33294307,-14.88200286
b3242,aaeX,DUF1656 family putative inner membrane efflux pump associated protein,-13.52827736,-12.33225234,-25.86052971,-25.10499545,-3.626024153,-28.7310196,7.748188215,-12.44795266,-4.69976444,-1.928872685,-14.68970893,-16.61858162
b3243,aaeR,transcriptional regulator for aaeXAB operon,-10.23744038,-12.03082579,-22.26826617,3.467219248,-13.8018416,-10.33462235,-12.02509361,3.758143933,-8.26694968,-9.66491856,9.908765097,0.243846537
b3244,tldD,putative peptidase,-1.638096148,-14.89457759,-16.53267373,-8.027586688,-9.924307367,-17.95189405,-5.468503668,-0.004413525,-5.472917193,-11.201373,8.044356103,-3.157016897
b4472,yhdP,DUF3971-AsmA2 domains protein,6.594249063,-15.73019734,-9.135948275,-11.78250047,31.59939931,19.81689884,-14.43942508,5.17014191,-9.269283173,-24.01480556,48.63155712,24.61675156
b3247,rng,ribonuclease G,-1.287014959,-1.063228884,-2.350243843,1.412674624,-5.115325332,-3.702650709,-3.689898122,3.960439346,0.270541224,-4.925028549,2.665755626,-2.259272923
b3248,yhdE,Maf-like protein,18.14648365,-14.50076939,3.645714268,63.87562203,19.17665358,83.0522756,24.57068803,0.659718945,25.23040698,25.10745497,10.99127843,36.0987334
b3249,mreD,cell wall structural complex MreBCD transmembrane component MreD,12.03109786,1.57459928,13.60569714,-1.726402135,-3.967915877,-5.694318012,8.28154071,3.00838369,11.2899244,2.318190691,6.497103932,8.815294623
b3250,mreC,cell wall structural complex MreBCD transmembrane component MreC,-1.03448392,12.83875852,11.8042746,-0.119902712,6.537675687,6.417772976,2.672331541,3.830043743,6.502375284,-0.883209685,11.07340494,10.19019525
b3251,mreB,"cell wall structural complex MreBCD, actin-like component MreB",-3.017896345,2.658531898,-0.359364447,-2.622446958,0.175418095,-2.447028863,4.981255478,0.952402348,5.933657826,-1.328341448,1.83061445,0.502273002
b3252,csrD,targeting factor for csrBC sRNA degradation,9.815450765,-1.821537823,7.993912943,9.682490823,-21.80445587,-12.12196505,7.787222423,-0.708536187,7.078686235,0.62363026,-5.15344882,-4.52981856
b3253,acuI,putative acryloyl-CoA reductase,-0.716568683,-0.22650644,-0.943075122,-12.71021569,8.942742903,-3.767472785,-4.770056535,8.001557758,3.231501223,0.924875763,0.541160845,1.466036608
b3255,accB,"acetyl CoA carboxylase, BCCP subunit",3.550042189,-1.213091074,2.336951116,-2.830129498,-10.58891028,-13.41903978,-0.692575333,-3.441507724,-4.134083057,-6.965006061,2.107540626,-4.857465435
b3256,accC,"acetyl-CoA carboxylase, biotin carboxylase subunit",-0.294965088,-0.04870937,-0.343674459,-2.399965495,-1.154850627,-3.554816122,-8.674188322,-2.006488025,-10.68067635,-9.435072176,4.443091919,-4.991980257
b3257,yhdT,DUF997 family putative inner membrane protein,2.103662536,9.610195994,11.71385853,3.867236953,13.6370937,17.50433066,-4.089754012,3.734098785,-0.355655227,-2.833656253,5.127728972,2.294072719
b3258,panF,pantothenate:sodium symporter,-39.64615941,14.64343946,-25.00271995,5.95693957,-9.059114863,-3.102175293,0.477353777,9.9345915,10.41194528,-8.8640772,-3.603434513,-12.46751171
b3259,prmA,methyltransferase for 50S ribosomal subunit protein L11,18.99847919,-7.79845897,11.20002022,7.184581518,8.747326668,15.93190819,11.25750583,-3.317763788,7.939742043,4.704617288,-0.998170268,3.70644702
b3260,dusB,tRNA-dihydrouridine synthase B,-6.985053315,-1.474958815,-8.46001213,-1.211942915,-7.181441739,-8.393384653,-0.751959572,-5.722245939,-6.474205512,4.402130104,-4.617083728,-0.214953624
b3261,fis,global DNA-binding transcriptional dual regulator,-0.394119713,0.69914067,0.305020957,-3.989702006,0.880307677,-3.109394329,-0.788854812,-1.1117076,-1.900562412,-0.999523227,1.151244441,0.151721214
b3262,yhdJ,"DNA adenine methyltransferase, SAM-dependent",1.823247806,-1.385132635,0.438115172,0.409674274,3.129491924,3.539166199,-7.424658638,-2.07665005,-9.501308688,-19.59605044,-4.082776543,-23.67882699
b3263,yhdU,putative membrane protein,0.257149336,-0.257149336,0,0.565542342,-0.565542342,0,-4.630192613,0.347744562,-4.282448051,-3.566398104,-0.334378776,-3.90077688
b3264,acrS,acrAB operon transcriptional repressor,0.471902477,0.868759994,1.34066247,-0.931914858,-1.182624387,-2.114539244,-15.02675809,0.023035164,-15.00372293,-14.55606144,-0.835126009,-15.39118745
b3265,acrE,cytoplasmic membrane lipoprotein,-12.68508145,7.992062509,-4.693018938,-3.403137573,-5.927541539,-9.330679112,-19.47422711,4.726913683,-14.74731343,-17.55504482,-4.135284385,-21.6903292
b3266,acrF,multidrug efflux system protein,-0.968120868,0.077032548,-0.89108832,-2.75100915,5.180738175,2.429729025,-55.99665724,2.227827825,-53.76882942,-45.5847748,2.400550598,-43.1842242
b3267,yhdV,putative outer membrane protein,0.914127574,0.952239475,1.866367049,1.07832029,6.638491454,7.716811744,-1.439363226,0.200287103,-1.239076123,-2.38250906,0.761755679,-1.620753381
b3269,yhdX,putative amino-acid transporter subunit,-0.746038257,-8.696854977,-9.442893234,-8.833377067,-2.765112658,-11.59848972,-24.24462506,-2.652910935,-26.897536,-18.77244304,-6.434586044,-25.20702908
b3270,yhdY,putative amino-acid transporter subunit,-3.879810935,-2.660925666,-6.5407366,-4.880334227,0.643593476,-4.236740751,-27.93447733,-0.433583142,-28.36806048,-25.29519945,1.134525828,-24.16067363
b3271,yhdZ,putative amino-acid transporter subunit,0.789933731,-0.234124248,0.555809483,1.481412438,-1.313371053,0.168041385,-29.83819696,2.06452933,-27.77366763,-25.2648302,0.609249733,-24.65558047
b3272,rrfF,5S ribosomal RNA of rrnD operon,8.840668465,-11.27999248,-2.439324013,5.830992038,5.651228815,11.48222085,4.42830329,3.513903093,7.942206382,1.822201265,-2.859407536,-1.037206271
b3273,thrV,Thr tRNA,0,0,0,0,0,0,0,0,0,0,0,0
b3274,rrfD,5S ribosomal RNA of rrnD operon,13.68483022,-9.916985032,3.767845193,4.970233792,3.83189219,8.802125983,0.7818323,4.718853095,5.500685395,0.22424368,0.758261972,0.982505652
b3275,rrlD,23S ribosomal RNA of rrnD operon,-74.53090495,-91.30034363,-165.8312486,31.34516566,121.5786909,152.9238566,298.3316778,-218.0821123,80.24956543,13.63904918,15.88849983,29.527549
b3276,alaU,Ala tRNA,-1.151702119,-0.505266472,-1.65696859,2.014489711,-0.871350715,1.143138996,0.088870083,-0.177217073,-0.08834699,0.330132977,-0.135233243,0.194899734
b3277,ileU,Ile tRNA,0.871982938,0.223111949,1.095094886,-0.586867254,1.191495252,0.604627998,-0.524989521,0.551926293,0.026936772,-0.230004789,0.992727564,0.762722775
b3278,rrsD,16S ribosomal RNA of rrnD operon,-77.5944129,-118.0980896,-195.6925025,54.7952952,155.1279102,209.9232054,215.7608556,-85.99026258,129.770593,41.18567745,4.234145762,45.41982321
b3279,yrdA,bacterial transferase hexapeptide domain protein,-5.178355535,17.98517921,12.80682367,6.004328385,-14.74442095,-8.74009256,13.47931634,17.89022018,31.36953652,8.7392129,-4.983435143,3.755777758
b3280,yrdB,DUF1488 family protein,-174.9253285,101.0717519,-73.85357658,-108.6911552,-266.0108016,-374.7019568,-66.17738273,26.30896031,-39.86842242,-112.9636973,-39.12455871,-152.088256
b3281,aroE,"dehydroshikimate reductase, NAD(P)-binding",-4.263823278,0.787230589,-3.476592689,-3.775902278,0.561489643,-3.214412635,-8.869509846,-1.592876519,-10.46238636,-9.058978997,-3.025349081,-12.08432808
b3282,tsaC,"tRNA(ANN) t(6)A37 threonylcarbamoyladenosine modification protein, threonine-dependent ADP-forming ATPase",-1.956218718,0.853383999,-1.102834719,-1.605811852,0.081838823,-1.523973029,-0.971575536,-0.771063403,-1.742638939,1.644627312,-2.597251701,-0.952624389
b3283,yrdD,putative DNA topoisomerase,-6.201737853,3.187746507,-3.013991346,-0.639719829,0.46173896,-0.17798087,-5.858922665,-1.449386868,-7.308309533,-5.013864143,-7.111922409,-12.12578655
b3284,smg,DUF494 family putative periplasmic protein,-0.546257678,-0.303093853,-0.849351531,-2.781556722,-1.684312812,-4.465869535,-0.812029091,0.303631548,-0.508397543,-2.233565939,-1.674135955,-3.907701893
b4473,smf,DNA recombination-mediator A family protein,-2.851878197,1.174374852,-1.677503345,0.978368876,-2.257145159,-1.278776283,-3.283399679,-1.37027897,-4.653678649,-5.262173732,-3.496246986,-8.758420718
b3287,def,peptide deformylase,0.272579046,-0.976651723,-0.704072677,1.156517034,-5.310127287,-4.153610254,-1.4991898,2.089605656,0.590415856,-0.83685836,-2.823705253,-3.660563613
b3288,fmt,10-formyltetrahydrofolate:L-methionyl-tRNA(fMet) N-formyltransferase,1.522250245,-4.193222823,-2.670972578,-3.707113233,-0.022939795,-3.730053028,6.285504318,-2.769089743,3.516414575,1.079556675,2.606495233,3.686051908
b3289,rsmB,"16S rRNA m(5)C967 methyltransferase, SAM-dependent",0.443004592,7.260271145,7.703275738,0.412316583,-7.544694135,-7.132377553,-6.596195648,-3.707472225,-10.30366787,-7.600210598,-4.675065373,-12.27527597
b3290,trkA,NAD-binding component of TrK potassium transporter,-0.470469059,9.266671134,8.796202075,2.893856999,-3.883851512,-0.989994513,-51.23013389,9.72940374,-41.50073015,-26.73480011,9.449364416,-17.28543569
b3291,mscL,"mechanosensitive channel protein, high conductance",18.71972353,35.53898905,54.25871258,35.97918318,-26.62165903,9.357524153,-164.0887978,7.081890633,-157.0069072,-60.28918129,3.325546408,-56.96363489
b4550,arfA,alternate ribosome-rescue factor A,-36.2945059,9.6176444,-26.6768615,-16.0933424,-47.44631617,-63.53965857,12.49880654,0.935495615,13.43430215,-8.096529165,-11.79640419,-19.89293336
b3292,zntR,zntA gene transcriptional activator,-15.25331762,-0.808722089,-16.06203971,-12.51465955,2.300659468,-10.21400008,-0.265955204,-1.111957058,-1.377912261,-1.095536955,-1.536833349,-2.632370304
b3293,yhdN,DUF1992 family protein,1.588792274,1.065020746,2.65381302,4.087741021,-2.353543678,1.734197343,-1.522555974,0.857915209,-0.664640765,-4.313893752,-0.381936726,-4.695830478
b3294,rplQ,50S ribosomal subunit protein L17,1.95271338,-0.106427817,1.846285563,-5.792266761,-4.321354136,-10.1136209,-1.036126889,-0.708589995,-1.744716884,1.955335896,3.461953746,5.417289642
b3295,rpoA,"RNA polymerase, alpha subunit",-10.36698277,5.054119858,-5.312862913,-0.598490385,-10.11036217,-10.70885255,-17.25703771,5.829972005,-11.4270657,-12.09748637,37.68823189,25.59074552
b3296,rpsD,30S ribosomal subunit protein S4,11.87626699,-4.484078501,7.392188491,1.555914728,-7.242299367,-5.68638464,2.193205441,-4.261335122,-2.068129681,-8.672893616,15.46438579,6.791492178
b3297,rpsK,30S ribosomal subunit protein S11,1.507487298,-0.827088012,0.680399286,2.902501756,-4.849622182,-1.947120426,-6.972550697,-0.347141618,-7.319692316,-1.175999083,1.725934907,0.549935824
b3298,rpsM,30S ribosomal subunit protein S13,-4.137681146,5.135978089,0.998296944,-8.975174407,-1.817031855,-10.79220626,-15.46691559,-1.430429697,-16.89734529,-4.0615415,6.273613577,2.212072078
b3299,rpmJ,50S ribosomal subunit protein L36,-3.361061993,4.908928786,1.547866793,2.885481924,0.060386631,2.945868555,-1.940855328,2.290223527,0.349368199,-2.274239881,6.324430418,4.050190538
b3300,secY,preprotein translocase membrane subunit,-1.874623405,-1.28410619,-3.158729595,-0.625964248,-1.41253939,-2.038503638,-9.422852937,0.827882097,-8.594970841,6.735807778,18.86326889,25.59907667
b3301,rplO,50S ribosomal subunit protein L15,1.592290604,-1.49777409,0.094516514,4.650051027,-2.051033918,2.599017109,-7.570905115,-0.456994322,-8.027899437,-6.010000303,4.997424004,-1.012576299
b3302,rpmD,50S ribosomal subunit protein L30,0.803125291,0.838805272,1.641930563,-0.159649803,-1.065780545,-1.225430348,-0.798234867,-0.15461071,-0.952845576,-0.346289496,6.975907739,6.629618243
b3303,rpsE,30S ribosomal subunit protein S5,-3.354485479,6.859550085,3.505064605,-2.616396772,-1.799716279,-4.416113052,-9.464707435,0.372802552,-9.091904884,-5.401499233,14.10906956,8.70757033
b3304,rplR,50S ribosomal subunit protein L18,0.220498006,1.700982037,1.921480042,-1.528736447,-1.32296711,-2.851703557,-3.498071278,-0.181306005,-3.679377283,-6.317731903,8.666777095,2.349045191
b3305,rplF,50S ribosomal subunit protein L6,3.736173149,2.214727161,5.95090031,-4.895546595,-0.2208143,-5.116360895,-4.639357321,0.327928423,-4.311428898,-7.79671091,10.2003933,2.40368239
b3306,rpsH,30S ribosomal subunit protein S8,3.268084871,-0.119456664,3.148628207,-5.549530226,-1.492084618,-7.041614844,-9.070788583,2.747813878,-6.322974705,-8.702046253,4.463452072,-4.238594181
b3307,rpsN,30S ribosomal subunit protein S14,-3.859311597,0.269258812,-3.590052785,-0.920488813,-0.229245538,-1.14973435,-5.844557814,-1.300408203,-7.144966017,-5.619224579,4.728181017,-0.891043561
b3308,rplE,50S ribosomal subunit protein L5,-3.900037688,-2.382676386,-6.282714073,-6.957316738,3.15781804,-3.799498698,-5.20547546,-1.547259733,-6.752735193,-4.138220198,9.065100993,4.926880795
b3309,rplX,50S ribosomal subunit protein L24,7.940783411,-4.794214366,3.146569045,0.460532273,-7.433379028,-6.972846755,-1.34242998,-0.03750484,-1.37993482,-4.600463161,1.634690214,-2.965772947
b3310,rplN,50S ribosomal subunit protein L14,-1.17559799,-2.010243503,-3.185841493,-7.609671658,-10.79916448,-18.40883614,-7.49277263,-3.74687006,-11.23964269,0.329139635,-4.482541702,-4.153402067
b3311,rpsQ,30S ribosomal subunit protein S17,-13.04345937,0.728356506,-12.31510286,-8.992204102,-4.404661462,-13.39686556,-7.73108139,-0.988473556,-8.719554946,-14.8709101,6.223751242,-8.647158858
b3312,rpmC,50S ribosomal subunit protein L29,-9.439963893,0.100881981,-9.339081912,1.98237784,-8.952788477,-6.970410637,-6.139878636,1.75299318,-4.386885455,-10.68024204,5.080502783,-5.599739253
b3313,rplP,50S ribosomal subunit protein L16,-9.724160664,-0.353072971,-10.07723363,-7.465688728,-7.79947539,-15.26516412,-12.63805491,0.833953295,-11.80410161,-14.220941,3.660518248,-10.56042275
b3314,rpsC,30S ribosomal subunit protein S3,-14.72438247,1.69291001,-13.03147246,-12.64507409,-2.21269563,-14.85776972,-22.87244497,2.702488674,-20.16995629,-25.66691253,18.66923849,-6.997674042
b3315,rplV,50S ribosomal subunit protein L22,-7.033564706,1.259486904,-5.774077803,-3.731905317,-8.734586056,-12.46649137,-19.89537257,-0.819236699,-20.71460927,-20.40759193,2.423378615,-17.98421332
b3316,rpsS,30S ribosomal subunit protein S19,-1.455481478,-2.340004641,-3.795486119,-3.779967006,-4.024957892,-7.804924898,-4.113683328,-0.739408883,-4.853092211,-9.655570358,2.439115387,-7.216454971
b3317,rplB,50S ribosomal subunit protein L2,13.95048628,-43.23674498,-29.2862587,8.855697365,-15.90097065,-7.045273282,22.82832238,-20.95950921,1.86881317,2.166939035,-12.82667033,-10.65973129
b3318,rplW,50S ribosomal subunit protein L23,-4.572399524,-2.605258022,-7.177657546,-6.228413195,-8.908455314,-15.13686851,-0.97041499,-4.255666886,-5.226081876,-18.37944517,8.862369782,-9.517075389
b3319,rplD,50S ribosomal subunit protein L4,-3.3698641,2.105446819,-1.264417281,-5.874099135,-0.813997477,-6.688096612,-4.376185801,-0.385021763,-4.761207565,-9.614915033,0.548400249,-9.066514785
b3320,rplC,50S ribosomal subunit protein L3,-4.28854539,1.501003657,-2.787541733,-12.46463784,-5.40315006,-17.8677879,-11.04511934,0.05661365,-10.98850569,-12.38507469,7.440574698,-4.944499991
b3321,rpsJ,30S ribosomal subunit protein S10,-3.3100003,0.956941063,-2.353059237,-9.78067854,-5.006451895,-14.78713044,-10.43141623,1.085503965,-9.345912263,-10.13749876,9.383046643,-0.754452121
b3322,gspB,part of gsp divergon involved in type II protein secretion,2.710846647,-3.196868822,-0.486022175,-0.715822894,0.87435746,0.158534567,0.454268938,-0.340699497,0.113569441,-0.055145696,-0.408364762,-0.463510458
b3323,gspA,"general secretory pathway component, cryptic",-0.392826571,0.790555855,0.397729284,-0.47715027,2.566314956,2.089164686,0.095316752,-0.827839408,-0.732522656,-2.430802364,-1.115992879,-3.546795243
b3324,gspC,"general secretory pathway component, cryptic",3.759151842,0.652927255,4.412079096,-2.064542274,-2.63301996,-4.697562234,-6.944908138,2.534061011,-4.410847127,-2.570761165,-0.387093239,-2.957854405
b3325,gspD,"general secretory pathway component, cryptic",-27.51809732,-5.772241383,-33.29033871,0.942069997,-8.777552945,-7.835482948,-9.536498853,-4.66616709,-14.20266594,14.41177591,-21.01480298,-6.603027073
b3326,gspE,"general secretory pathway component, cryptic",-9.663672348,3.707369476,-5.956302873,-3.823432242,4.279408853,0.455976611,4.662292793,1.289005535,5.951298327,2.036821863,0.556614682,2.593436545
b3327,gspF,"general secretory pathway component, cryptic",-30.82783821,-9.233737253,-40.06157547,-7.521537957,-7.153213775,-14.67475173,7.076633055,-0.763374087,6.313258968,-3.428942143,-15.19204655,-18.62098869
b3328,gspG,"pseudopilin, cryptic, general secretion pathway",-3.497740774,0.084917533,-3.412823241,0.840123688,2.117294209,2.957417897,-3.944466063,3.18732275,-0.757143314,-1.318501277,-0.420552235,-1.739053512
b3329,gspH,"putative general secretory pathway component, cryptic",-2.754408856,4.691631769,1.937222913,-0.482039868,3.600899148,3.118859281,-5.270412689,5.660397141,0.389984452,-3.75528515,3.905047667,0.149762518
b3330,gspI,"general secretory pathway component, cryptic",1.373411992,0.068613886,1.442025878,3.541773938,7.783998601,11.32577254,-1.902596562,4.192454431,2.28985787,2.499752795,-2.113944988,0.385807808
b3331,gspJ,"putative general secretory pathway component, cryptic",-1.408112318,12.8938449,11.48573258,6.682158856,28.31693661,34.99909546,-11.04891228,10.98645033,-0.06246195,-1.591219575,9.278755625,7.68753605
b3332,gspK,"general secretory pathway component, cryptic",-14.5429011,-5.757360365,-20.30026147,8.927664743,62.66861191,71.59627665,-16.66527903,3.996776633,-12.6685024,49.25565121,-32.36114116,16.89451005
b3333,gspL,"general secretory pathway component, cryptic",-44.24096303,-31.10937433,-75.35033735,-51.46311324,15.98108141,-35.48203183,-8.550704233,-20.4873914,-29.03809563,39.60915706,-66.60849036,-26.9993333
b3334,gspM,"general secretory pathway component, cryptic",3.443576764,2.344755955,5.788332719,6.850628137,15.91371649,22.76434463,-15.98217159,11.07870791,-4.903463683,-11.46025377,8.299677643,-3.160576128
b3335,gspO,bifunctional prepilin leader peptidase/ methylase,130.4898013,-81.73477755,48.75502377,100.0195315,177.1058826,277.1254142,31.97512421,17.59372355,49.56884776,-48.35132732,64.15685913,15.80553181
