,Name,Product,ML115_Empty_6hr_1,ML115_Empty_6hr_2,ML115_Empty_6hr_3,ML115_Empty_6hr_4,ML115_Empty_12hr_1,ML115_Empty_12hr_2,ML115_Empty_12hr_3,ML115_Empty_12hr_4,ML115_Empty_24hr_1,ML115_Empty_24hr_2,ML115_Empty_24hr_3,ML115_Empty_24hr_4,ML115_TE_6hr_1,ML115_TE_6hr_2,ML115_TE_6hr_3,ML115_TE_6hr_4,ML115_TE_12hr_1,ML115_TE_12hr_2,ML115_TE_12hr_3,ML115_TE_12hr_4,ML115_TE_24hr_1,ML115_TE_24hr_2,ML115_TE_24hr_3,ML115_TE_24hr_4,LAR1_Empty_6hr_1,LAR1_Empty_6hr_2,LAR1_Empty_6hr_3,LAR1_Empty_6hr_4,LAR1_Empty_12hr_1,LAR1_Empty_12hr_2,LAR1_Empty_12hr_3,LAR1_Empty_12hr_4,LAR1_Empty_24hr_1,LAR1_Empty_24hr_2,LAR1_Empty_24hr_3,LAR1_Empty_24hr_4,LAR1_TE_6hr_1,LAR1_TE_6hr_2,LAR1_TE_6hr_3,LAR1_TE_6hr_4,LAR1_TE_12hr_1,LAR1_TE_12hr_2,LAR1_TE_12hr_3,LAR1_TE_12hr_4,LAR1_TE_24hr_1,LAR1_TE_24hr_2,LAR1_TE_24hr_3,LAR1_TE_24hr_4
b4244,pyrI,"aspartate carbamoyltransferase, regulatory subunit",46.64363651,52.63867984,44.04283608,51.88879603,115.865888,114.6105801,108.002721,126.5594975,120.7476032,118.6208129,94.35990081,130.8519313,15.18334977,17.19305157,19.16633091,20.11754616,24.51092418,17.54570617,24.88386304,17.25312464,13.39352588,24.56476057,23.83631429,22.22668943,11.54976945,19.88508213,15.5499774,16.29421312,229.7587938,280.7759603,218.8020362,229.8230018,66.9373991,74.2648945,57.55667821,58.90973836,17.69677036,15.80206496,15.59843194,13.29691071,467.2571728,395.4993059,450.7425905,454.0073984,11.69398402,25.07382899,14.93164999,13.18029967
b4245,pyrB,"aspartate carbamoyltransferase, catalytic subunit",29.02270716,30.85715715,14.36179437,19.45829851,33.10453942,28.16700699,46.28688043,36.83448061,60.37380162,50.10706753,65.80361504,45.94800643,8.435194314,3.126009376,8.214141819,8.047018465,3.501560597,7.975320988,4.524338735,2.875520773,19.48149219,9.825904229,20.07268572,9.878528634,11.54976945,12.55899924,19.99282809,18.46677487,111.1004694,126.8256949,115.4788524,125.4239095,47.16044028,44.09478111,49.22610637,40.89028898,12.53521234,13.74092605,8.138312316,9.603324402,234.3387037,217.2274986,209.321114,216.6137934,17.93077549,21.3865012,6.636288884,11.62967618
b4246,pyrL,pyrBI operon leader peptide,2.073050511,1.815126891,4.787264791,0,4.729219917,0.971276103,2.057194686,1.888947724,4.236758008,2.04518643,4.966310569,2.996609115,0,1.563004688,0,1.341169744,3.501560597,0,2.262169367,2.875520773,0,0,3.763628572,0,3.149937123,0,2.221425343,0,8.313640566,3.665482511,5.402519412,3.624968483,1.521304525,2.320777953,3.786623567,2.079167236,0.737365432,0.687046303,0,0.738717262,14.91246296,10.56425525,12.03763595,10.07506016,0,0,0,0
b4248,yjgH,UPF0131 family protein,6.219151534,14.52101513,3.829811833,18.37728193,8.276134855,4.856380515,5.142986715,1.888947724,13.76946353,16.36149144,4.966310569,9.988697049,1.687038863,1.563004688,1.369023637,8.047018465,1.750780298,1.595064198,2.262169367,4.31328116,2.435186524,6.141190143,5.018171429,2.469632159,1.049979041,6.279499619,3.332138014,3.258842625,9.825211578,8.797158025,11.48035375,10.87490545,8.367174888,13.15107507,15.14649427,9.702780436,3.686827158,4.122277816,1.356385386,2.954869047,4.260703704,11.88478716,14.71266616,11.96413394,1.559197869,5.899724469,1.659072221,3.10124698
b4249,bdcA,c-di-GMP-binding biofilm dispersal mediator protein,36.27838395,32.67228404,29.68104171,29.18744776,23.64609958,29.13828309,24.68633623,16.05605565,32.83487456,44.99410145,36.00575162,58.93331259,16.87038863,21.88206563,12.32121273,16.09403693,33.26482567,19.14077037,20.35952431,17.25312464,14.61111914,14.73885634,12.54542857,27.16595374,13.64972753,14.65216578,26.65710412,21.7256175,37.7892753,27.12457058,36.46700603,28.99974786,29.66543824,40.22681785,40.89553452,40.19723323,23.59569381,23.35957429,23.05855156,11.81947619,24.14398765,20.46824455,22.06899924,27.07672417,36.64114992,34.66088126,26.54515554,17.05685839
b4251,bdcR,transcriptional repressor for divergent bdcA,11.40177781,8.168071009,9.574529583,18.37728193,8.276134855,7.770208824,14.4003628,11.33368634,8.473516016,8.180745718,3.724732927,5.99321823,13.4963109,6.252018751,20.53535455,5.364678977,35.01560597,7.975320988,9.04867747,2.875520773,15.8287124,17.1953324,15.05451429,18.52224119,16.79966466,18.83849886,16.66069007,11.94908962,20.40620866,11.72954403,19.58413287,18.12484241,6.845870363,10.05670446,6.81592242,6.930557454,14.0099432,10.99274084,8.138312316,14.77434523,15.62258025,18.48744669,17.38769637,26.44703291,11.69398402,7.374655586,5.806752773,7.753117451
b4252,tabA,"biofilm modulator regulated by toxins; DUF386 family protein, cupin superfamily",3.109575767,4.537817227,0.957452958,0,0,0.971276103,1.028597343,0,0,1.022593215,0,0.998869705,0,1.563004688,0,4.023509233,0,1.595064198,0,0,0,0,0,0,0,2.09316654,0,1.086280875,0.755785506,2.199289506,3.376574632,1.449987393,0,0.773592651,0.757324713,2.772222982,1.474730863,2.748185211,0.678192693,0.738717262,1.420234568,0.660265953,0,0,1.559197869,0,0,0.775311745
b4253,yjgL,uncharacterized protein,0,0,1.914905917,0,4.729219917,2.913828309,1.028597343,0,0,0,1.241577642,0.998869705,1.687038863,0,0,0,1.750780298,0,0,0,3.652779786,0,0,1.234816079,0,0,1.110712671,4.3451235,1.511571012,0.733096502,1.350629853,0,0,0,0,0,2.212096295,1.374092605,1.356385386,0.738717262,0,1.980797859,0,0,0,0.737465559,1.659072221,0.775311745
b4254,argI,ornithine carbamoyltransferase 1,2.073050511,10.89076135,6.702170708,5.405082919,10.64074481,12.62658934,11.31457077,10.38921248,26.47973755,18.40667787,14.89893171,14.98304557,10.12223318,10.94103281,5.476094546,4.023509233,21.00936358,9.570385186,4.524338735,14.37760387,10.95833936,15.96709437,27.59994286,16.05260903,5.249895205,6.279499619,7.7749887,13.0353705,9.825211578,9.530254527,12.8309836,12.32489284,13.69174073,16.24544567,10.60254599,12.47500342,9.58575061,4.122277816,4.747348851,8.125889879,7.101172839,7.262925484,6.687575527,7.556295118,4.677593607,2.949862235,0.82953611,3.10124698
b4255,rraB,protein inhibitor of RNase E,5.182626279,8.168071009,24.89377691,6.486099503,8.276134855,7.770208824,2.057194686,5.666843171,4.236758008,11.24852536,2.483155284,5.99321823,5.061116588,12.5040375,17.79730728,17.43520667,7.003121194,17.54570617,15.83518557,21.5664058,6.087966309,6.141190143,3.763628572,7.408896476,3.149937123,5.23291635,4.442850686,8.690246999,5.290498542,6.597868519,4.051889559,7.974930662,5.324565838,3.867963255,2.27197414,4.851390218,7.373654315,10.99274084,11.52927578,16.25177976,5.680938271,5.942393578,8.025090632,3.148456299,7.016390411,5.162258911,9.124897215,8.528429196
b4256,yjgM,putative acetyltransferase,12.43830307,16.33614202,4.787264791,4.324066335,4.729219917,2.913828309,5.142986715,2.833421585,0,0,6.207888211,0.998869705,5.061116588,7.815023439,12.32121273,10.72935795,10.50468179,6.380256791,11.31084684,8.62656232,13.39352588,7.369428172,10.03634286,18.52224119,7.349853287,13.60558251,7.7749887,15.20793225,6.802069554,5.131675515,4.727204485,5.799949572,2.281956788,2.320777953,5.301272993,1.386111491,8.848385179,13.05387975,10.1728904,12.55819345,14.20234568,8.58345739,7.356333079,11.33444268,5.457192542,2.949862235,4.147680552,8.528429196
b4257,yjgN,DUF898 family inner membrane protein,1.036525256,0,0,0,0,0,0,0,1.059189502,0,0,0,0,4.689014063,1.369023637,0,3.501560597,0,0,0,2.435186524,0,0,1.234816079,3.149937123,4.18633308,2.221425343,0,0,0,0.675314926,0,0,0,0,0,1.474730863,4.809324119,2.712770772,3.693586309,1.420234568,1.980797859,0,0.62969126,1.559197869,0.737465559,0,0.775311745
b4258,valS,valyl-tRNA synthetase,34.20533344,33.57984748,26.80868283,23.78236485,11.82304979,19.42552206,25.71493357,18.88947724,15.88784253,20.4518643,19.86524228,7.99095764,40.48893271,26.57107969,20.53535455,36.21158309,26.26170448,23.92596296,11.31084684,17.25312464,18.26389893,17.1953324,17.5636,13.58297687,29.39941315,26.16458175,26.65710412,33.67470712,16.62728113,19.06050905,16.88287316,17.39984872,15.21304525,13.15107507,21.96241669,12.47500342,25.07042467,25.4207132,23.73674426,19.94536607,24.85410494,20.46824455,20.73148413,23.29857662,26.50636378,25.07382899,24.0565472,14.73092316
b4259,holC,"DNA polymerase III, chi subunit",13.47482832,19.05883236,14.36179437,17.29626534,24.82840456,21.36807426,26.74353092,22.66737268,32.83487456,26.58742358,27.31470813,27.96835174,6.748155451,18.75605625,10.95218909,12.0705277,7.003121194,11.16544938,11.31084684,8.62656232,10.95833936,13.51061832,15.05451429,13.58297687,17.8496437,26.16458175,27.76781679,17.380494,26.45249271,15.39502654,18.23350301,19.57482981,22.05891561,16.24544567,18.93311783,21.48472811,19.90886665,13.05387975,22.38035887,10.34204166,18.46304938,16.50664883,18.72521147,16.37197276,34.30235312,22.86143232,29.03376387,18.60748188
b4260,pepA,"multifunctional aminopeptidase A: a cyteinylglycinase, transcription regulator and site-specific recombination factor",6.219151534,1.815126891,8.617076624,19.45829851,16.55226971,23.31062647,13.37176546,9.444738618,5.29594751,14.31630501,9.932621138,17.97965469,8.435194314,15.63004688,16.42828364,5.364678977,7.003121194,12.76051358,9.04867747,10.06432271,9.740746095,17.1953324,10.03634286,12.34816079,39.89920356,28.25774829,25.54639144,27.15702187,25.6967072,16.86121955,20.25944779,21.7498109,28.14413371,27.84933544,18.93311783,22.8708396,30.96934812,38.47459295,50.86445198,22.90023511,21.30351852,30.37223384,24.0752719,25.18765039,37.42074886,43.51046796,41.47680552,37.99027551
b4261,lptF,lipopolysaccharide export ABC permease of the LptBFGC export complex,25.91313139,20.87395925,16.27670029,27.0254146,11.82304979,23.31062647,21.6005442,14.16710793,19.06541104,26.58742358,16.14050935,14.98304557,10.12223318,23.44507032,10.95218909,18.77637642,19.25858328,17.54570617,20.35952431,20.12864541,13.39352588,12.28238029,18.81814286,23.46150551,13.64972753,19.88508213,12.21783939,20.63933662,12.8483536,13.92883354,10.1297239,16.67485502,15.21304525,9.283111812,13.63184484,17.32639364,18.43413579,14.42797236,11.52927578,28.80997321,9.231524691,7.262925484,13.37515105,12.5938252,10.91438508,5.899724469,9.124897215,7.753117451
b4262,lptG,lipopolysaccharide export ABC permease of the LptBFGC export complex,6.219151534,7.260507564,10.53198254,15.13423217,22.46379461,16.51169375,9.257376087,19.8339511,16.94703203,11.24852536,17.38208699,12.98530616,10.12223318,15.63004688,10.95218909,8.047018465,5.252340895,15.95064198,6.786508102,12.93984348,6.087966309,7.369428172,8.781800001,7.408896476,13.64972753,10.4658327,7.7749887,16.29421312,19.65042316,15.39502654,12.15566868,18.12484241,21.29826335,15.47185302,15.90381898,11.08889193,11.06048147,8.244555632,6.103734237,12.55819345,12.07199383,16.50664883,12.7063935,11.33444268,8.57558828,11.06198338,12.44304166,9.303740941
b4263,yjgR,DUF853 family protein with NTPase fold,3.109575767,5.445380673,4.787264791,9.729149255,3.546914938,3.885104412,5.142986715,11.33368634,1.059189502,4.090372859,3.724732927,1.99773941,1.687038863,6.252018751,1.369023637,9.388188209,10.50468179,3.190128395,0,7.188801933,1.217593262,8.597666201,3.763628572,0,13.64972753,13.60558251,19.99282809,20.63933662,3.023142024,3.665482511,8.779094044,5.074955876,6.845870363,3.867963255,6.058597707,7.6236132,11.06048147,12.36683345,12.20746847,9.603324402,5.680938271,4.621861672,5.350060421,10.07506016,5.457192542,5.899724469,6.636288884,10.85436443
b4264,idnR,"transcriptional repressor, 5-gluconate-binding",15.54787884,19.9663958,9.574529583,15.13423217,16.55226971,16.51169375,19.54334952,13.22263406,23.30216904,18.40667787,21.10681992,13.98417587,11.80927204,28.13408438,30.11852,20.11754616,22.76014388,7.975320988,9.04867747,8.62656232,4.870373047,14.73885634,8.781800001,16.05260903,15.74968562,21.97824867,15.5499774,17.380494,11.33678259,7.330965021,11.48035375,8.699924358,14.45239299,8.509519161,6.81592242,12.47500342,14.74730863,16.48911126,16.27662463,14.03562797,9.231524691,5.942393578,10.03136329,11.96413394,5.457192542,2.949862235,7.465824994,5.427182216
b4265,idnT,L-idonate and D-gluconate transporter,48.71668702,49.00842606,52.6599127,45.40269652,46.10989419,32.0521114,29.82932295,26.44526813,14.82865303,20.4518643,48.42152805,19.9773941,50.61116588,32.82309844,39.70168546,24.1410554,42.01872716,20.73583457,38.45687925,30.19296812,15.8287124,20.88004649,28.85448572,19.75705727,25.19949699,37.67699772,24.43567877,21.7256175,35.52191878,32.25624609,27.68791199,31.17472895,20.53761109,34.8116693,22.7197414,20.09861662,27.28252097,26.1077595,18.98939541,31.76484225,24.14398765,27.07090408,25.412787,28.33610669,10.13478615,12.5369145,11.61350555,11.62967618
b4266,idnO,5-keto-D-gluconate-5-reductase,10.36525256,12.70588824,3.829811833,11.89118242,11.82304979,5.827656618,14.4003628,7.555790894,15.88784253,15.33889822,11.17419878,8.989827344,3.374077726,7.815023439,6.845118183,9.388188209,5.252340895,12.76051358,6.786508102,17.25312464,7.305559571,9.825904229,12.54542857,8.643712555,10.49979041,7.326082889,9.996414043,8.690246999,9.069426072,8.064061523,10.1297239,8.699924358,10.64913168,13.92466772,9.08789656,6.930557454,8.848385179,7.557509329,10.85108309,12.55819345,10.65175926,13.20531906,9.362605737,10.07506016,5.457192542,4.424793352,4.147680552,3.876558725
b4267,idnD,"L-idonate 5-dehydrogenase, NAD-binding",6.219151534,3.630253782,5.74471775,2.162033168,1.182304979,1.942552206,3.085792029,3.777895447,2.118379004,4.090372859,6.207888211,1.99773941,1.687038863,4.689014063,0,6.705848721,0,0,0,0,1.217593262,0,5.018171429,1.234816079,1.049979041,1.04658327,2.221425343,1.086280875,0.755785506,0.733096502,1.350629853,2.17498109,2.281956788,1.547185302,1.514649427,4.851390218,2.212096295,5.496370421,3.390963465,0.738717262,2.130351852,0.660265953,3.343787763,0,0.779598935,3.687327793,0.82953611,2.325935235
b4268,idnK,"D-gluconate kinase, thermosensitive",1.036525256,0,1.914905917,1.081016584,5.911524896,2.913828309,8.228778744,4.722369309,10.59189502,4.090372859,1.241577642,5.99321823,3.374077726,3.126009376,1.369023637,5.364678977,8.753901492,6.380256791,4.524338735,4.31328116,1.217593262,3.684714086,5.018171429,4.939264317,0,2.09316654,0,0,2.267356518,5.131675515,5.402519412,3.624968483,2.281956788,4.641555906,3.029298853,6.237501709,2.212096295,1.374092605,0.678192693,0.738717262,1.420234568,0.660265953,1.337515105,0.62969126,0.779598935,0,0,1.55062349
b4269,ahr,"aldehyde reductase, NADPH-dependent, Zn-containing, broad specificity",6.219151534,8.168071009,10.53198254,16.21524876,11.82304979,7.770208824,20.57194686,8.500264756,18.00622153,7.158152504,9.932621138,15.98191528,25.30558294,17.19305157,10.95218909,4.023509233,8.753901492,6.380256791,15.83518557,10.06432271,8.523152833,6.141190143,13.79997143,11.11334471,7.349853287,9.419249429,9.996414043,13.0353705,7.55785506,12.46264054,22.28539257,15.22486763,12.1704362,26.30215013,13.63184484,9.702780436,9.58575061,13.74092605,17.63301002,13.29691071,24.14398765,16.50664883,21.40024169,25.81734165,13.25318189,14.01184561,14.10211388,19.38279363
b4270,leuX,Leu tRNA,0,0,1.914905917,0,2.364609958,1.942552206,3.085792029,1.888947724,1.059189502,2.04518643,6.207888211,2.996609115,0,3.126009376,2.738047273,0,0,1.595064198,0,1.437760387,3.652779786,0,0,1.234816079,0,0,0,2.17256175,1.511571012,0.733096502,1.350629853,0.724993697,0.760652263,0.773592651,0,0.693055745,1.474730863,0,1.356385386,0.738717262,0.710117284,0.660265953,2.006272658,0.62969126,1.559197869,0,0.82953611,0
b4272,insC1,IS2 repressor TnpA,4.146101023,5.445380673,1.914905917,4.324066335,2.364609958,5.827656618,2.057194686,6.611317032,7.414326514,3.067779644,4.966310569,2.996609115,0,6.252018751,5.476094546,2.682339488,1.750780298,0,2.262169367,2.875520773,3.652779786,2.456476057,2.509085715,6.174080396,9.44981137,9.419249429,9.996414043,3.258842625,3.023142024,5.131675515,2.701259706,2.899974786,3.803261313,7.73592651,4.54394828,6.930557454,8.111019747,4.122277816,7.460119623,6.648455355,4.970820988,2.641063812,4.012545316,2.518765039,4.677593607,2.212396676,2.488608331,3.876558725
b4273,insD1,IS2 transposase TnpB,25.91313139,29.9495937,18.19160621,29.18744776,23.64609958,33.0233875,36.000907,26.44526813,39.19001158,35.79076252,44.69679512,47.94574584,25.30558294,23.44507032,21.90437818,16.09403693,33.26482567,15.95064198,38.45687925,28.75520773,82.79634181,65.09661552,55.19988572,44.45337885,38.84922452,43.95649734,61.08919693,45.62379675,24.18513619,34.4555356,24.98665228,32.62471634,26.62282919,42.54759581,32.56496267,42.27640047,39.08036787,47.40619488,54.25541544,39.89073213,29.11480864,31.69276575,28.75657476,37.15178433,53.01272755,57.52231357,74.65824994,61.24962786
b4277,yjgZ,uncharacterized protein,9.328727301,4.537817227,4.787264791,5.405082919,5.911524896,8.741484926,13.37176546,6.611317032,16.94703203,14.31630501,14.89893171,8.989827344,11.80927204,4.689014063,8.214141819,8.047018465,7.003121194,12.76051358,11.31084684,8.62656232,25.5694585,27.02123663,30.10902857,25.93113766,17.8496437,16.74533232,8.885701372,22.81189837,13.60413911,16.12812305,8.779094044,12.32489284,9.888479413,9.283111812,13.63184484,12.47500342,19.90886665,12.36683345,14.92023925,14.77434523,14.20234568,16.50664883,16.05018126,15.11259024,38.20034779,28.76115679,29.03376387,30.23715806
b4278,insG,IS4 transposase,60.11846483,52.63867984,53.61736566,52.96981261,46.10989419,50.50635735,32.91511498,27.38974199,65.66974913,54.19744038,50.90468333,60.931052,42.17597157,39.07511719,26.01144909,30.84690412,29.76326507,47.85192593,22.62169367,41.69505121,35.31020459,29.47771269,36.38174286,27.16595374,32.54935027,40.81674753,57.75705892,71.69453775,42.32398834,32.25624609,39.84358066,28.27475416,38.79326539,52.60430027,53.01272993,42.27640047,40.55509874,38.47459295,35.94421273,33.98099404,29.82492593,44.89808481,36.11290784,27.07672417,19.48997336,28.02369123,10.78396944,18.60748188
b4279,yjhB,putative transporter,4.146101023,2.722690336,0,0,2.364609958,0,0,0,0,0,0,0.998869705,0,0,0,0,3.501560597,1.595064198,0,2.875520773,1.217593262,0,0,2.469632159,0,0,1.110712671,5.431404375,0,0,0.675314926,0,0,0.773592651,0,0.693055745,0.737365432,0,2.034578079,0,0,0.660265953,0.668757553,0.62969126,0,0,0,0
b4280,yjhC,putative oxidoreductase,3.109575767,8.168071009,2.872358875,1.081016584,2.364609958,5.827656618,4.114389372,0,5.29594751,0,3.724732927,5.99321823,8.435194314,4.689014063,2.738047273,4.023509233,0,3.190128395,11.31084684,1.437760387,6.087966309,6.141190143,5.018171429,3.704448238,7.349853287,4.18633308,9.996414043,4.3451235,5.290498542,8.064061523,2.701259706,3.624968483,3.803261313,4.641555906,0,3.465278727,11.06048147,12.36683345,11.52927578,14.77434523,2.840469136,4.621861672,5.350060421,3.148456299,3.118395738,2.212396676,5.806752773,0.775311745
b4655,ythA,uncharacterized protein,4.146101023,3.630253782,2.872358875,1.081016584,0,2.913828309,2.057194686,0,10.59189502,7.158152504,2.483155284,6.992087935,1.687038863,3.126009376,1.369023637,8.047018465,1.750780298,0,2.262169367,0,3.652779786,2.456476057,3.763628572,1.234816079,9.44981137,5.23291635,11.10712671,3.258842625,0.755785506,1.466193004,4.051889559,2.899974786,8.367174888,6.962333859,0,2.772222982,5.161558021,3.435231513,1.356385386,5.171020832,3.55058642,0,2.675030211,4.407838819,4.677593607,0.737465559,1.659072221,3.876558725
b4284,insI1,IS30 transposase,62.19151534,52.63867984,45.00028904,68.10404478,46.10989419,38.85104412,55.54425652,39.66790219,13.76946353,21.47445751,27.31470813,18.97852439,38.80189384,53.14215939,47.91582728,36.21158309,28.01248478,27.11609136,33.93254051,24.44192657,28.00464502,42.988331,31.36357143,25.93113766,46.19907781,61.74841292,51.09278289,44.53751587,37.7892753,47.65127264,37.14232096,33.34971004,24.3408724,28.62292809,31.80763796,24.25695109,72.26181229,53.58961161,72.56661816,58.35866368,54.67903086,66.02659531,62.1944524,61.08005221,21.82877017,23.59889788,15.7611861,23.25935235
b4287,fecE,iron-dicitrate transporter subunit,16.58440409,16.33614202,18.19160621,15.13423217,27.19301452,21.36807426,30.85792029,22.66737268,21.18379004,14.31630501,17.38208699,10.98756675,15.18334977,18.75605625,9.583165456,13.41169744,10.50468179,25.52102716,29.40820178,15.81536425,21.91667871,9.825904229,25.09085715,16.05260903,3.149937123,6.279499619,17.77140274,11.94908962,21.16199417,19.06050905,20.93476272,25.37477938,16.73434978,30.17011339,14.38916955,18.01944938,5.898923452,12.36683345,8.138312316,11.08075893,11.36187654,11.2245212,10.03136329,13.85320772,17.15117656,13.27438006,13.27257777,10.85436443
b4288,fecD,iron-dicitrate transporter subunit,27.9861819,15.42857857,19.14905917,11.89118242,4.729219917,6.798932721,9.257376087,12.2781602,10.59189502,12.27111858,9.932621138,5.99321823,10.12223318,3.126009376,10.95218909,10.72935795,15.75702269,20.73583457,15.83518557,7.188801933,9.740746095,9.825904229,6.272714286,9.878528634,10.49979041,8.372666159,6.664276029,7.603966125,22.67356518,23.45908807,12.8309836,15.22486763,19.01630656,15.47185302,18.17579312,14.55417065,9.58575061,8.931601935,12.88566117,11.81947619,17.04281481,13.20531906,24.0752719,18.26104654,10.91438508,11.79944894,13.27257777,17.05685839
b4289,fecC,iron-dicitrate transporter subunit,20.73050511,9.075634455,8.617076624,10.81016584,11.82304979,8.741484926,6.171584058,15.11158179,10.59189502,14.31630501,4.966310569,8.989827344,8.435194314,6.252018751,4.10707091,8.047018465,3.501560597,1.595064198,2.262169367,14.37760387,3.652779786,6.141190143,8.781800001,4.939264317,5.249895205,8.372666159,11.10712671,10.86280875,14.35992461,13.92883354,19.58413287,10.87490545,10.64913168,13.92466772,9.845221273,8.316668945,3.686827158,4.809324119,7.460119623,6.648455355,7.101172839,11.2245212,16.71893882,10.07506016,10.91438508,11.06198338,10.78396944,9.303740941
b4290,fecB,iron-dicitrate transporter subunit,12.43830307,16.33614202,20.10651212,23.78236485,20.09918465,13.59786544,34.97230966,28.33421585,13.76946353,19.42927108,26.07313049,22.97400321,16.87038863,17.19305157,13.69023637,21.45871591,19.25858328,17.54570617,13.5730162,15.81536425,15.8287124,17.1953324,23.83631429,17.28742511,14.69970657,21.97824867,18.88211542,13.0353705,15.11571012,31.52314959,9.454408971,18.12484241,22.81956788,22.43418688,25.74904025,22.8708396,10.32311604,11.67978715,10.85108309,15.5130625,7.811290123,15.84638287,15.38142371,11.33444268,11.69398402,9.587052262,11.61350555,15.5062349
b4291,fecA,ferric citrate outer membrane transporter,2.073050511,8.168071009,9.574529583,15.13423217,8.276134855,3.885104412,9.257376087,14.16710793,9.532705518,2.04518643,2.483155284,8.989827344,8.435194314,10.94103281,12.32121273,2.682339488,12.25546209,6.380256791,2.262169367,10.06432271,7.305559571,13.51061832,2.509085715,3.704448238,12.59974849,9.419249429,13.32855206,16.29421312,10.58099708,10.99644753,11.48035375,13.77488023,14.45239299,15.47185302,16.66114369,18.01944938,11.7978469,9.618648237,10.1728904,14.03562797,6.391055555,7.923191437,6.687575527,5.667221339,15.59197869,14.01184561,0,13.18029967
b4292,fecR,FecI pro-sigma factor; transmembrane signal transducer for ferric citrate transport; periplasmic FecA:ferric citrate sensor and cytoplasmic FecI ECF sigma factor activator,4.146101023,8.168071009,0.957452958,6.486099503,9.458439834,4.856380515,12.34316812,5.666843171,6.355137012,6.135559289,8.691043495,2.996609115,6.748155451,4.689014063,5.476094546,5.364678977,8.753901492,3.190128395,2.262169367,5.751041547,3.652779786,9.825904229,5.018171429,6.174080396,9.44981137,10.4658327,9.996414043,5.431404375,12.0925681,8.064061523,6.077834338,8.699924358,9.12782715,11.60388977,4.54394828,8.316668945,13.27257777,9.618648237,10.85108309,5.909738094,9.231524691,5.942393578,7.356333079,4.407838819,3.118395738,3.687327793,6.636288884,4.65187047
b4293,fecI,"RNA polymerase, sigma 19 factor",1.036525256,7.260507564,2.872358875,2.162033168,3.546914938,0.971276103,5.142986715,1.888947724,1.059189502,0,1.241577642,3.99547882,3.374077726,0,1.369023637,0,1.750780298,1.595064198,2.262169367,2.875520773,3.652779786,1.228238029,0,4.939264317,3.149937123,0,2.221425343,1.086280875,9.069426072,4.398579013,0.675314926,1.449987393,6.0852181,4.641555906,3.786623567,4.158334472,0,3.435231513,0.678192693,6.648455355,0.710117284,0,0.668757553,1.88907378,4.677593607,0.737465559,3.318144442,2.325935235
b4294,insA,IS1 repressor TnpA,0,0.907563445,0.957452958,1.081016584,0,6.798932721,1.028597343,0.944473862,1.059189502,1.022593215,2.483155284,0.998869705,3.374077726,0,1.369023637,0,3.501560597,0,6.786508102,0,17.04630567,17.1953324,10.03634286,8.643712555,12.59974849,15.69874905,2.221425343,6.51768525,4.534713036,3.665482511,3.376574632,7.974930662,3.803261313,1.547185302,6.81592242,2.079167236,12.53521234,6.870463027,14.24204655,14.03562797,6.391055555,7.923191437,6.018817974,2.518765039,17.93077549,12.5369145,16.59072221,16.28154665
b4295,yjhU,putative DNA-binding transcriptional regulator; KpLE2 phage-like element,7.25567679,4.537817227,10.53198254,2.162033168,9.458439834,6.798932721,6.171584058,0,8.473516016,6.135559289,3.724732927,6.992087935,6.748155451,17.19305157,8.214141819,2.682339488,3.501560597,3.190128395,4.524338735,7.188801933,14.61111914,9.825904229,13.79997143,11.11334471,26.24947603,5.23291635,18.88211542,11.94908962,3.77892753,5.131675515,4.051889559,6.524943269,11.40978394,3.867963255,3.786623567,7.6236132,19.90886665,14.42797236,18.31120271,21.42280059,5.680938271,7.262925484,6.687575527,8.185986378,3.118395738,2.949862235,12.44304166,5.427182216
b4296,yjhF,putative transporter,50.78973753,43.56304538,52.6599127,43.24066335,44.92758921,57.30529007,66.85882729,53.83501012,59.31461211,49.08447431,45.93837276,50.94235495,38.80189384,39.07511719,69.82020546,54.98795951,61.27731045,41.47166914,70.12725039,46.00833237,127.8472925,136.3344212,77.78165715,90.14157379,70.34859575,64.88816273,51.09278289,59.74544812,40.81241732,41.05340412,31.73980154,42.77462809,48.6817448,40.22681785,55.28470407,51.97918091,71.52444686,63.20825984,64.42830584,75.34916069,45.44750617,56.12260601,56.17563442,61.70974347,62.36791476,47.19779575,56.40845551,46.5187047
b4297,yjhG,putative dehydratase,212.4876774,183.327816,236.4908807,231.3375489,109.9543631,124.3233412,104.916929,94.44738618,119.6884137,88.96560969,103.0509443,90.89714315,140.0242256,131.2923938,109.5218909,84.49369389,71.78199224,76.56308149,110.846299,83.39010243,140.0232251,121.5955648,110.3997714,108.663815,136.4972753,144.4284912,136.6176586,137.9576711,116.3909679,112.8968613,106.0244435,89.17422467,85.95370567,98.24626668,77.24712076,90.0972469,134.2005085,116.7978715,121.3964921,146.2660178,130.6615802,145.9187756,161.1705702,163.0900363,102.9070594,103.9826438,99.54433326,95.36334464
